web-scraper-order,web-scraper-start-url,Name,Video,Target Muscle Group,Exercise Type,Equipment Required,Mechanics,Force Type,Experience Level,Secondary Muscles,Muscle Group Image-src,Overview,Instructions,Tips
1744281722-64,https://www.muscleandstrength.com/exercises/deep-squat-prying,Deep Squat Prying,https://www.youtube.com/embed/GWhI41W8xnk?rel=0,Adductors,Warmup,Kettle Bells,Compound,Dynamic Stretching,Beginner,"Glutes, Hamstrings, Hip Flexors, Quads",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Adductors.jpg,"The deep squat prying drill is both an activation exercise and a drill that promotes increased mobility.
The deep squat portion of the drill is beneficial in activating the muscles of the lower body including the adductors, quads, glutes, and hamstrings.
The prying part of the drill helps open up the hips to promote more fluid range of motions during your working sets later in the workout.
One would typically perform the deep squat prying drill at the beginning of their workouts as a dynamic stretch in their specific warm up routine.","
		In a standing position with a shoulder width stance, hold a kettlebell at chest height using both hands.

		Squat down by breaking at the hips and knees simultaneously. Sit as deep as comfortably possible.

		Rock from side to side while flexing the ankles and pushing the knees out with the elbows to open up the hips.

		Repeat for the desired number of repetitions or time.","
		Focus on keeping your spine tall in the bottom position and don’t allow the weight to pull your forward.

		Ideally you should be able to sit comfortably in the bottom position and open up the hips and ankles as you rock side to side.

		To get into a deep squat, you should try to focus on sitting down rather than back to keep your torso upright."
1744281724-65,https://www.muscleandstrength.com/exercises/standing-barbell-curl.html,Standing Barbell Curl,https://player.vimeo.com/video/760008460?title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,Biceps,Strength,Barbell,Isolation,Pull,Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,"The Standing Barbell Curl is a bicep-focused exercise that targets the upper arms, primarily working the biceps brachii.
This exercise is effective for building bicep strength and size and can be done with varying weight and rep ranges to suit different fitness goals.
Proper form—avoiding body swinging and maintaining control throughout the movement—is key for maximum effectiveness.","Grasp a barbell or EZ bar with an underhand grip and stand with your feet around shoulder-width apart. This is the starting position for the exercise.
Bending at the elbows, slowly curl the weight up as far as possible.
Squeeze the biceps, and then slowly lower the weight back to the starting position. This is one rep.
Repeat for desired reps.",
1744281727-66,https://www.muscleandstrength.com/exercises/smith-machine-seated-calf-raise.html,Smith Machine Seated Calf Raise,https://player.vimeo.com/video/756793455?h=c300d6ab7f,Calves,Strength,Machine,Isolation,Push,Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Calves.jpg,,"Set up for the smith machine seated calf raise by placing a flat bench in the smith machine and putting a step or calf Block or step under the bar.
Lower the bar and add the weight you want to use.
Sit on the end of the bench with your feet and knees together and balls of your feet on the edge of the block.
Take the bar off the rack and rest it on your thighs.
Allow your heels to drop as far as possible without touching the floor. This is the starting position.
Execute the movement by raising your heels up as far as possible.
Squeeze the calf muscles, and then slowly lower your heels back to the starting position.
Repeat for desired reps.",
1744281729-67,https://www.muscleandstrength.com/exercises/side-to-side-jump-rope,Side to Side Jump Rope,https://www.youtube.com/embed/xQmTsGZh83Y?rel=0,Calves,Conditioning,Jump Rope,Compound,Push (Bilateral),Beginner,Forearms,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Calves.jpg,"The side to side jump rope is a variation of the jump rope and a cardio exercise used to condition the entire body.
Jumping rope in general requires and builds a lot of coordination, one of the most important components to human fitness.
Jump rope exercises, such as the side to side jump rope, are great calf building exercises as they provide a lot of repetition to the slow twitch muscle fibers of the calves and can be explosive by nature.","
		Grasp a jump rope with the handles at your sides and the rope behind your heels.

		Rotate the wrists to generate velocity and help the rope revolve around the body.

		As the rope moves toward your feet, jump with both legs to allow it to pass underneath.

		Land to the right of your starting position after the jump.

		Repeat step #4 but land to the left of your starting position.

		Repeat for the desired number of repetitions or time.","
		Keep a loose grip on the rope with the fingers relaxed just enough to keep the handle from flying out of your hand.

		Ensure most of the movement comes from the wrists preferentially.

		Don’t look down or hunch over as the rope circles around your body. Instead, stay upright and focus on learning to jump without having to rely upon your visual senses.

		Picking a jump rope before you begin practicing is the most important step of all. When the rope is looped around the end of your shoe, the bottom of the handles should come up to roughly your arm pits.

		There’s no need for excessively high jumps, only jump high enough so the rope can pass underneath without coming in contact with your feet. Conserve your energy for further jumps.

		If you find that jumping rope aggravates your knees or ankles, seek out a more forgiving surface (rubber mat, grass, etc).

		Don’t forget to breath as you complete repetitions."
1744281731-68,https://www.muscleandstrength.com/exercises/one-arm-standing-dumbbell-curl.html,One-Arm Standing Dumbbell Curl,https://player.vimeo.com/video/756794117?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,Biceps,Strength,Dumbbell,Isolation,Pull,Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,,"Set up for the exercise by grasping a set of dumbbells and standing straight up with the dumbbells by your side.
Your palms should be facing up, and the dumbbells should not touch your body.
Before starting the set, take up the slack by lifting the weight slightly so the tension is in your biceps.
Starting with your weakest arm (usually the left), curl the dumbbell up as far as possible.
Squeeze the bicep at the top of the exercise, and then slowly lower the weight down without it touching your body or taking the tension off your bicep.
Repeat for desired reps, and then repeat on your other arm.",
1744281734-69,https://www.muscleandstrength.com/exercises/smith-machine-calf-raise.html,Smith Machine Calf Raise,https://player.vimeo.com/video/877881498?badge=0&autopause=0&player_id=0&app_id=58479,Calves,Strength,Machine,Isolation,Push,Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Calves.jpg,"The Smith Machine Calf Raise is an exercise that targets the calf muscles, specifically the gastrocnemius and soleus. It's a good alternative if your gym does not have a standing calf raise machine.
This exercise improves calf strength, muscle endurance, and overall lower leg aesthetics.","Position the barbell on the Smith Machine at shoulder height and load the bar with your desired weight.
Grab a step, calf block, or weight plate and put it below the bar.
Step up on the block and position the balls of your feet on the edge with your heels hanging off.
Grab the bar with a wide grip. Push up to take the weight off the rack and slowly let your heels drop down as far as possible. This is the starting position.
Slowly raise your heels as far as you can by pushing through the balls of your feet, contracting your calves.
Squeeze the calf muscles, and then slowly lower your heels back to the starting position. This is one rep.
Repeat for desired reps.",
1744281736-70,https://www.muscleandstrength.com/exercises/incline-hammer-curl.html,Incline Hammer Curl,https://player.vimeo.com/video/756794332?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,Biceps,Strength,Dumbbell,Isolation,Pull,Beginner,Forearms,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,,"Set up for the incline hammer curl by setting the bench at a 30-45 degree incline and setting a pair of dumbbells at the end. The lower the incline, the more challenging the exercise will be so 30 degrees is preferred.
Sit on the bench, pick up the dumbbells, and lay back with your back flat on the padding.
You should be holding the dumbbells with a neutral grip, palms facing toward your body.
Take up the slack in your arms by slightly bending them - this will put tension on the biceps. This is the starting position for the exercise.
With your elbows fixed, slowly curl the dumbbells up as far as possible.
Squeeze the biceps at the top of the movement, and then slowly lower the weights back to the starting position.
Repeat for desired reps.",
1744281739-71,https://www.muscleandstrength.com/exercises/seated-zottman-curl,Seated Zottman Curl,https://www.youtube.com/embed/GIYet6Gcfmg?rel=0,Biceps,Strength,Dumbbell,Isolation,Pull (Bilateral),Beginner,Forearms,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,"The seated Zottman curl is a bicep building exercise that incorporates both a standard seated dumbbell curl and seated reverse curl.
The standard seated dumbbell curl portion of the seated Zottman curl is excellent for building your biceps. And the seated reverse curl portion of the seated Zottman curl is excellent for building your forearms.","
		Position an incline bench at roughly 90 degrees and select the desired weight from the rack.

		Using a supinated grip, take a deep breath and curl the dumbbells towards your shoulders.

		Once the biceps are fully shortened, rotate the forearms to a pronated position (palms down) and slowly lower the weight back to the starting position.

		Repeat for the desired number of repetitions.","
		Don’t allow the elbows to shift behind the body. Similarly, make sure the shoulder doesn’t shift forward in the socket as you lower the weight.

		Maintain a slight bend in the elbow at the bottom of the movement in order to keep tension through the biceps.

		Rotate the forearms slowly, excessive velocity may cause issues within the elbows or wrists.

		Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection."
1744281741-72,https://www.muscleandstrength.com/exercises/preacher-curl.html,Barbell Preacher Curl,https://player.vimeo.com/video/756793994?h=dbd7856d57,Biceps,Strength,Barbell,Isolation,Pull,Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,"The preacher curl is an exercise used to isolate the biceps.
The angle used when performing preacher curl variations allows for a more focused concentric portion of the curl. This is especially helpful when trying to build bicep peaks and promote a pump in the biceps.
The preacher curl is an isolation movement that is best used toward the end of your workouts if your goal is building a more aesthetic physique.","Load the desired weight on the barbell, and sit in an upright position with your chest flat against the preacher bench.
Keep your upper arm pressed into the pad and use a supinated grip (palms facing up).
Extend your arms until your biceps are fully lengthened. This is the starting position.
Take a deep breath and curl the weight by bending at the elbows until the bar is at shoulder height. 
Squeeze the biceps at the top of the movement and slowly lower the bar back to the starting position.
Repeat for the desired number of repetitions.",
1744281743-73,https://www.muscleandstrength.com/exercises/standing-dumbbell-curl.html,Standing Dumbbell Curl,https://player.vimeo.com/video/756794078?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,Biceps,Strength,Dumbbell,Isolation,Pull,Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,,"Assume the starting position for the standing dumbbell curl by grasping a pair of dumbbells and standing straight up, feet together, and dumbbells by your side. The dumbbells should not be touching your body.
Your palms should face upwards.
Take up the slack by bending the elbows slightly. Tension should be on the biceps.
Slowly curl the dumbbells up as far as possible.
Squeeze the biceps hard, and then slowly lower the dumbbells back down to the starting position.
Repeat for desired reps.",
1744281746-74,https://www.muscleandstrength.com/exercises/dumbbell-preacher-curl.html,Dumbbell Preacher Curl,https://www.youtube.com/embed/pwEhS1sg9mU?rel=0,Biceps,Strength,Dumbbell,Isolation,Pull (Bilateral),Beginner,Forearms,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,"The dumbbell preacher curl is a variation of the preacher curl and an exercise used to isolate the biceps.
The angle used when performing preacher curl variations allows for a more focused concentric portion of the curl. This is especially helpful when trying to build bicep peaks and promote a pump in the biceps.
The dumbbell preacher curl would be an exercise primarily used by bodybuilders to help build bigger biceps. It is an isolation movement that is best used towards the end of your workouts if your goal is building a more aesthetic physique.","
		Select the desired weight from the rack, and sit in an upright position with your chest flat against the preacher bench.

		Keep your upper arm pressed into the pad and use a supinated (palms facing up) grip.

		Take a deep breath and slowly lower the dumbbell away from your shoulder.

		Once the bicep is fully lengthened, curl the weight back to the starting position.

		Repeat for the desired number of repetitions on both sides.","
		Maintain a slight bend in the elbow at the bottom of the movement in order to keep tension through the biceps.

		Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection."
1744281748-75,https://www.muscleandstrength.com/exercises/prone-incline-dumbbell-curl.html,Prone Incline Dumbbell Curl,https://player.vimeo.com/video/756794413?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,Biceps,Strength,Dumbbell,Isolation,Pull,Intermediate,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,,"Set up for the prone incline dumbbell curl by setting an adjustable back bench to an angle of around 30-40 degrees.
Grab a set of dumbbells and position yourself with your chest on the back of the bench (prone position).
Your feet should be used for stability on the floor, your shoulders should be about level with the top of the back padding, and your arms should be hanging while holding the dumbbells with an underhand grip (palms facing up).
Put the tension on your biceps by slightly bending your arms. This is the starting position for the exercise.
Keeping your elbows fixed, slowly curl the dumbbells up as far as possible.
Squeeze the biceps and slowly lower the dumbbells back to the starting position.
Repeat for desired reps.",
1744281751-76,https://www.muscleandstrength.com/exercises/standing-machine-calf-raise,Standing Machine Calf Raise,https://www.youtube.com/embed/RBslMmWqzzE?rel=0,Calves,Strength,Machine,Isolation,Push (Bilateral),Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Calves.jpg,"The standing machine calf raise is an excellent exercise to use if you are interested in isolating the calves.
In particular, the standing machine calf raise targets the gastrocnemius muscle. The gastrocnemius is better known as the “show” muscle of the calf.","
		Adjust the shoulder pad corresponding to your height.

		Step underneath the pad and place the balls of your feet on the platform with your toes pointed straight ahead - your heels will naturally hang off.

		Extend the hips and knees in order to raise the shoulder pad.

		Lower the heels by dorsiflexing the ankles until the calves are fully stretched.

		Extend the ankles and exhale as you flex the calves.

		Repeat for the assigned number of repetitions.","
		Keep the repetitions slow and controlled. Limit momentum and pause at the top to emphasize the contraction.

		If you experience any sort of pain or pressure in the back of the knee joint, keep a slight bend in the knee and avoid complete lockout.

		If the knee isn’t entirely locked out then ensure the position doesn’t change during the duration of the repetition.

		Limit depth of the heels if you feel any sort of stretch through the bottom of the foot during the exercise.

		Try to move through the ball of the foot rather than the base of the toes."
1744281754-77,https://www.muscleandstrength.com/exercises/alternate-dumbbell-hammer-preacher-curl.html,Alternating Dumbbell Hammer Preacher Curl,https://player.vimeo.com/video/756793976?h=b0e4512b82,Biceps,Strength,Dumbbell,Isolation,Pull,Beginner,Forearms,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,,"Adjust the height of the seat on the preacher bench so that when you sit on it the back of your upper arms sit comfortably flat on the padding.
Grab a set of dumbbells and sit on the preacher bench. Your arms should be resting on the padding and be around shoulder width apart.
You will be using a neutral grip (palms facing each other). Allow the weight to drop and the arms to fully extend. This is the starting position for the exercise.
Starting with your weakest arm (usually the left), slowly curl the dumbbell up as far as possible, squeezing the bicep at the top of the movement.
Lower the weight back until your arm is fully extended, and repeat for the other arm.",
1744281756-78,https://www.muscleandstrength.com/exercises/wide-grip-cable-curl.html,Wide Grip Cable Curl,https://player.vimeo.com/video/760001451?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,Biceps,Strength,Cable,Isolation,Pull,Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,,"Set up for this type of cable curl by attaching a straight bar to the low pulley cable and selecting the weight you want to use on the stack.
Stand facing the cable machine with your legs shoulder-width apart.
Grasp the rope extension with a neutral grip (thumbs facing the body), and hands wider than shoulder width apart.
With your elbows tucked in by your sides, slowly curl the rope up as far as possible.
Squeeze the biceps at the top of the movement, and then slowly lower the weight back to the starting position. This is one rep.
Repeat for desired reps.",
1744281758-79,https://www.muscleandstrength.com/exercises/barbell-drag-curl.html,Barbell Drag Curl,https://www.youtube.com/embed/vzIDzUYCB2Q?rel=0,Biceps,Strength,Barbell,Isolation,Pull (Bilateral),Beginner,Forearms,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,"The barbell drag curl is a variation of the barbell curl and an exercise used to build the muscles of the biceps.
Building big biceps is a goal for many aesthetic-driven gym-goers. Incorporated a variety of curl variations, such as the barbell drag curl, into your bicep workout can help you build big and balanced biceps.","
		Select the desired weight, load it onto the bar, and assume a shoulder width stance.

		Using a supinated (palms up) grip, take a deep breath and curl the barbell towards your shoulders.

		As you pull the bar upwards, keep it close to your torso by allowing the elbows to drift slightly behind the body.

		Once the biceps are fully shortened, slowly lower the weight back to the starting position.

		Repeat for the desired number of repetitions.","
		Maintain a slight bend in the elbow at the bottom of the movement to keep tension through the biceps.

		Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection.

		If you experience forearm or wrist discomfort while using a barbell, switch to an EZ curl bar or dumbbells."
1744281761-80,https://www.muscleandstrength.com/exercises/lying-barbell-curl-on-incline-bench.html,Lying Incline Bench Barbell Curl,https://player.vimeo.com/video/756793850?badge=0&autopause=0&quality_selector=1&progress_bar=1&player_id=0&app_id=58479,Biceps,Strength,Barbell,Isolation,Pull,Intermediate,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,,"Set an incline bench at a 30-degree angle (If you do not have access to an incline bench you can prop up a straight bench).
Grab a barbell and place it at the end of the incline bench.
Lay on the bench with your chest against the padding. Your chest should be at the end of the bench.
Grasp the barbell with an underhand grip (palms facing up), with your hands about shoulder-width apart.
Keeping your eyes up and bending at the elbows, slowly curl the barbell up as far as possible.
Squeeze the biceps at the top of the movement, and then slowly lower the weight back to the starting position.
Repeat for desired reps.",
1744281763-81,https://www.muscleandstrength.com/exercises/hip-adduction-machine.html,Hip Adduction Machine,https://www.youtube.com/embed/Oj7IN952fSg?rel=0,Adductors,Strength,Machine,Isolation,Push (Bilateral),Beginner,"Glutes, Hamstrings",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Adductors.jpg,"The hip adduction machine exercise is an exercise used to strengthen the muscles of the adductors.
Having strong adductor plays a critical role in using maximal weights on lower body exercises such as squats and lunges.
From an aesthetic standpoint, using the hip adduction machine can help in building shapely inner thighs.","
		Setup in an upright position with your back against the pad and your spine neutral.

		Exhale and pull the legs together as you squeeze the pads inward.

		Once the pads touch, slowly return to the starting position.

		Repeat for the desired number of repetitions.","
		Experiment with foot and pelvis position. Depending upon the shape of your hip, you may need a slightly more internal or external starting position to fully maximize the contraction.


				Similarly, be mindful of your pelvic position - don’t allow the back to arch as this will tip the hips forward and place the adductors under excessive stretch before the contraction which can affect force output.

				If you can’t seem to figure out how to change the position of your pelvis while seated, experiment with changing the position of the torso (i.e. lean forward or push your back into the pad).

"
1744281766-82,https://www.muscleandstrength.com/exercises/hammer-curl-across-the-body.html,Cross Body Hammer Curl (Pinwheel Curls),https://player.vimeo.com/video/756794179?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,Biceps,Strength,Dumbbell,Isolation,Pull,Beginner,Forearms,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,,"Set up for the cross body hammer curl by grasping a pair of dumbbells and holding them at your sides.
You should be using a neutral grip (palms facing the body) and have a slight bend in your arms. This is the starting position for the exercise.
Beginning with one arm, slowly curl the dumbbell up across the front of your body as shown in the video demonstration.
Squeeze the bicep at the top of the movement, and then slowly lower the weight back to the starting position.
Repeat this movement for your other arm.
This is one rep. Now repeat to complete your set.",
1744281768-83,https://www.muscleandstrength.com/exercises/lying-wide-dumbbell-curl.html,Lying Wide Dumbbell Curl,https://player.vimeo.com/video/756794318?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,Biceps,Strength,Dumbbell,Isolation,Pull,Intermediate,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,,"The lying wide dumbbell curl is all about muscle stretch and contraction while taking advantage of light weights. This is a finishing exercise that can be used as the last exercise in your bicep routine. Grab a pair of light dumbbells and lay down on your back on a flat bench.
Using a neutral grip (palms facing your body), extend your arms straight out to your side.
Your wrists, elbows, and shoulders should be in line.
Keeping your upper arms fixed, slowly curl the dumbbell in towards your shoulders.
As you do so, twist at the wrist to form an underhand grip.
Squeeze the biceps, and then slowly lower the weight back to the starting position.
Repeat for desired reps.",
1744281770-84,https://www.muscleandstrength.com/exercises/bodyweight-standing-calf-raise.html,Bodyweight Standing Calf Raise,https://player.vimeo.com/video/756793507?badge=0&autopause=0&quality_selector=1&progress_bar=1&player_id=0&app_id=58479,Calves,Strength,Bodyweight,Isolation,Push,Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Calves.jpg,,"Stand with the balls of your feet on the edge of the step/block and let your heels drop down as far as possible. This is the starting position for the movement.
Slowly raise your heels up as high as possible.
Pause, and then slowly lower your heels back to the starting position.
Do not rest at the bottom, and immediately start the next rep.
Repeat for desired reps.",
1744281773-85,https://www.muscleandstrength.com/exercises/concentration-cur.html,Concentration Curl,https://www.youtube.com/embed/LHDwya1KY8M?rel=0,Biceps,Strength,Dumbbell,Isolation,Pull (Unilateral),Beginner,Forearms,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,"The concentration curl is a bodybuilding favorite for building biceps.
Some promote the concentration curl claiming it to be an exercise guaranteed to produce a bicep pump and build the mind muscle connection. 
With that said, the slow tempo typically used during the concentration curl is great for building the biceps and since it is an unilateral exercise, it helps work each bicep equally.","
		Select the desired weight from the rack, and sit in an upright position on a flat bench.

		Hinge forward and position your elbow near the base of your knee. Place your free hand on the other knee to stabilize yourself.

		Using a supinated (palms facing up) grip, take a deep breath and curl the dumbbell towards your shoulder.

		Once the bicep is fully shortened, slowly lower the weight back to the starting position.

		Repeat for the desired number of repetitions on both sides.","
		Maintain a slight bend in the elbow at the bottom of the movement in order to keep tension through the biceps.

		Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection."
1744281775-86,https://www.muscleandstrength.com/exercises/cable-underhand-pull-down.html,Lateral Pulldown Bicep Curl,https://player.vimeo.com/video/760001376?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,Biceps,Strength,Machine,Isolation,Pull,Intermediate,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,,"Set up by adjusting the knee pad to suit your legs and selecting the weight you want to use on the stack.
Grip the bar with an underhand grip (palms facing up) with your hands about shoulder-width apart.
Sit down on the bench with your arms fully extended. This is the starting position for the exercise.
Keeping your upper arms and elbows fixed, slowly curl the weight behind your head.
Pause, and then slowly lower the weight back to the starting position.
Repeat for desired reps.",
1744281778-87,https://www.muscleandstrength.com/exercises/two-arm-cable-curl-on-incline-bench.html,Incline Cable Bicep Curl,https://player.vimeo.com/video/760001599?badge=0&autopause=0&player_id=0&app_id=58479,Biceps,Strength,Cable,Isolation,Pull,Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,,"Set up for the exercise by setting an incline bench to a 30-degree incline and placing it in the center of a cable machine that has two low pulley cable attachments.
Attach a single handle to both the low pulley cables and select the weight you want to use on the stacks.
Grasp both the handles with an underhand grip and lay back on the incline bench.
Keeping your elbows fixed in position, slowly curl the handles up towards your body.
Pause and squeeze the biceps, and then slowly lower the weight back down.
Repeat for desired reps.",
1744281780-88,https://www.muscleandstrength.com/exercises/dumbbell-hammer-preacher-curl.html,Dumbbell Hammer Preacher Curl,https://www.youtube.com/embed/ZdcFOgFi1Dg?rel=0,Biceps,Strength,Dumbbell,Isolation,Pull,Beginner,Forearms,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,"The preacher dumbbell hammer curl is a variation of the hammer curl and an exercise used to build bigger biceps.
Utilizing the preacher set up while performing preacher dumbbell hammer curls promotes a fixed range of motion for the hammer curl, allowing for a more focused contraction on the biceps.
When trying to build your biceps, using a wide range of exercises which focus on different ranges of motion is the best approach.","
		Select the desired weight from the rack, and sit in an upright position with your chest flat against the preacher bench.

		Keep your upper arm pressed into the pad and use a neutral (palms facing up) grip.

		Take a deep breath and slowly lower the dumbbell away from your shoulder.

		Once the bicep is fully lengthened, curl the weight back to the starting position.

		Repeat for the desired number of repetitions on both sides.","
		Maintain a slight bend in the elbow at the bottom of the movement in order to keep tension through the biceps.

		Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection."
1744281782-89,https://www.muscleandstrength.com/exercises/seated-dumbbell-reverse-curl,Seated Dumbbell Reverse Curl,https://www.youtube.com/embed/tF3VH_SAb4s?rel=0,Biceps,Strength,Dumbbell,Isolation,Pull (Bilateral),Beginner,Forearms,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,"The seated dumbbell reverse curl is a curl variation used to target the biceps and forearms.
By remaining seated during the seated dumbbell reverse curl, you eliminate the ability to arch your back and swing the weight up to the finishing position of the exercise. This provides a better isolation and contraction on the biceps.
Performing curls utilizing a reverse grip, as seen in the seated dumbbell reverse curl, includes the forearms in the exercise to a far greater extent. And since you’re likely able to curl more weight than you can wrist roll, you’ll better stimulate the muscle fibers of the forearm to encourage more muscle growth.","
		Position an adjustable bench at 90 degrees, select the desired weight from the rack, and assume an upright seated position.

		Using a pronated (palms down) grip, take a deep breath and curl the dumbbells towards your shoulders.

		Once the biceps are fully shortened, slowly lower the weight back to the starting position.

		Repeat for the desired number of repetitions.","
		Don’t allow the elbows to shift behind the body. Similarly, make sure the shoulder doesn’t shift forward in the socket as you lower the weight.

		Maintain a slight bend in the elbow at the bottom of the movement in order to keep tension through the biceps.

		Rotate the forearms slowly, excessive velocity may cause issues within the elbows or wrists.

		Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection."
1744281785-90,https://www.muscleandstrength.com/exercises/45-degress-calf-press.html,45 Degree Leg Press Calf Raise,https://www.youtube.com/embed/RcKQbiL-ZOc?rel=0,Calves,Strength,Machine,Isolation,Push (Bilateral),Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Calves.jpg,"The leg press calf raise is a variation of the machine calf raise and an exercise used to build the muscles of the calves.
The calves can be a very stubborn muscle group, so it’s important to target them with plenty of different angles and a with a high training frequency.
This exercise can be incorporated into your leg days or full body days.","
		Load the machine with the desired weight and take a seat.

		Sit down and position your feet on the sled with a shoulder width stance.

		Take a deep breath, extend your legs, but keep the safeties locked (if possible).

		Position your feet at the base of the platform and allow the heels to hang off.

		Lower the heels by dorsiflexing the ankles until the calves are fully stretched.

		Drive the weight back to the starting position by extending the ankles and flexing the calves.

		Repeat for the desired number of repetitions.","
		SAFETY NOTE: Be extremely careful when re-positioning the feet at the base of the platform. If the safeties are not in place and you lose control of the platform, this could result in very serious injury.

		Keep the repetitions slow and controlled. Limit momentum and pause at the top to emphasize the contraction.

		If you experience any sort of pain or pressure in the back of the knee joint, keep a slight bend in the knee and avoid complete lockout.

		If the knee isn’t entirely locked out then ensure the position doesn’t change during the duration of the repetition.

		Limit depth of the heels if you feel any sort of stretch through the bottom of the foot during the exercise.

		Try to move through the ball of the foot rather than the base of the toes."
1744281787-91,https://www.muscleandstrength.com/exercises/seated-cable-curl.html,Seated Cable Curl,https://player.vimeo.com/video/760001618?badge=0&autopause=0&player_id=0&app_id=58479,Biceps,Strength,Cable,Isolation,Pull,Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Biceps.jpg,,"Set up for the seated cable curl by getting a flat or adjustable bench and placing it facing a low pulley cable machine.
Attach a straight bar to the low pulley and select the weight you want to use on the stack.
Sit on the end of the bench facing the cable machine with your feet and knees together.
Grasp the bar with an underhand grip (palms facing up) with your hands around shoulder width apart.
Pull the weight back until your elbows are at your sides.
Keeping your elbows fixed, slowly curl the weight up as far as possible.
Pause and squeeze the biceps. Then slowly lower the weight back to the starting position.
Repeat for desired reps.",
